time m <n0> <cd>  nActive
61.2 180 0.508023065481 0.499837772115 38
61.3 182 0.508006922843 0.499844785484 38
61.4 182 0.507990393647 0.499851963233 38
61.5 181 0.507973471096 0.499859339505 38
61.6 182 0.507956148498 0.49986694493 38
61.7 179 0.507938418618 0.499874805531 38
61.8 182 0.507920274109 0.499882941943 38
61.9 179 0.507901707863 0.499891368862 38
62 181 0.507882712411 0.499900094382 38
62.1 179 0.507863281031 0.49990912004 38
62.2 179 0.507843406662 0.499918440476 38
62.3 177 0.507823082729 0.499928043756 38
62.4 182 0.5078023034 0.499937911635 38
62.5 186 0.507781063772 0.499948020482 38
62.6 181 0.507759358875 0.499958341418 38
62.7 179 0.50773718447 0.499968841804 38
62.8 182 0.507714537347 0.499979485628 38
62.9 181 0.507691414982 0.499990235158 38
63 180 0.507667815693 0.500001051524 38
63.1 182 0.507643738741 0.500011896083 38
63.2 182 0.507619184221 0.500022731378 38
63.3 183 0.507594153153 0.500033522112 38
63.4 183 0.507568647508 0.500044236006 38
63.5 182 0.507542670014 0.500054844527 38
63.6 184 0.507516224392 0.500065323449 38
63.7 182 0.507489315137 0.500075653206 38
63.8 185 0.507461947667 0.500085819118 38
63.9 182 0.507434128028 0.500095811499 38
