# Fbr_dyn timestep cost, layout=sym L=250 U=0.1 dt=0.1 tol=1e-10 epsilon_M=0, one thread
# setup: to_star 0.0129461 s, Fbr_dyn constructor 0.00742677 s
# times in seconds; total = buildK+plan+applyK+applyfb+tdvp
# t n_active chi ngates buildK plan applyK applyfb tdvp total
4.6 12 8 278 0.00225794 0.000380671 0.00172565 0.0508657 0.0564871 0.111717
4.7 12 8 278 0.00305552 0.000391984 0.00174466 0.0103248 0.0569625 0.0724794
4.8 14 8 278 0.0022145 0.000422263 0.00171741 0.0101883 0.0565218 0.0710643
4.9 12 8 290 0.00227598 0.000516985 0.00198526 0.0520794 0.0580868 0.114944
5 12 8 278 0.00225762 0.000350127 0.00166687 0.0102415 0.0576164 0.0721325
5.1 12 8 278 0.00240167 0.000365067 0.00176788 0.0105418 0.0571801 0.0722565
5.2 12 8 278 0.00220862 0.000617182 0.0017542 0.0103417 0.0578442 0.072766
5.3 12 8 278 0.00226158 0.000364293 0.00167242 0.0103519 0.057616 0.0722662
5.4 12 8 278 0.00226688 0.000417842 0.00172339 0.0106192 0.0576286 0.0726559
5.5 14 8 278 0.00220971 0.000368468 0.00167637 0.0103828 0.0586642 0.0733015
5.6 12 8 290 0.00222321 0.000456937 0.00179991 0.0530724 0.0606086 0.118161
5.7 12 8 278 0.00237746 0.00039521 0.00170162 0.010979 0.0588735 0.0743268
5.8 14 8 278 0.0022623 0.000377552 0.00172734 0.0518009 0.0600309 0.116199
5.9 14 8 290 0.00224101 0.000506024 0.00179133 0.0535613 0.0607705 0.11887
6 12 8 290 0.00222277 0.000446011 0.00175354 0.0120789 0.0611633 0.0776645
# measure: correlator(0,0) 0.00142135 s, O(L^2) version 0.000724535 s, n0=0.883973591463 |diff|=0
