# IRLM quench (site 0 full, site 1 empty, bath Fermi sea), method=chain
# L=200 U=0.2 V=0.1 dt=0.1 tmax=100 cutoff=1e-10 max_bond_dim=1024
# t  n_active  bond_dim  wall_s  n0  n1
31.4 200 190 9.318519 0.503539793952 0.506729763654
31.5 200 191 9.345547 0.503073103872 0.50676746435
31.6 200 192 9.387225 0.502611311673 0.506804068842
31.7 200 192 9.430341 0.502154384179 0.506839248965
31.8 200 193 9.454256 0.501702290338 0.506872710669
31.9 200 194 9.481951 0.50125500262 0.506904201
32 200 194 9.528744 0.500812496858 0.506933513471
32.1 200 195 9.550525 0.500374758316 0.506960491627
32.2 200 195 9.596117 0.499941759496 0.506985033806
32.3 200 195 9.622385 0.499513489714 0.507007089485
32.4 200 196 9.657191 0.499089925738 0.507026661839
32.5 200 196 9.696756 0.498671053134 0.507043801307
32.6 200 197 9.724991 0.498256858961 0.507058602014
32.7 200 197 9.765751 0.49784733157 0.507071195825
32.8 200 197 9.813624 0.497442460547 0.507081745271
32.9 200 198 9.844484 0.497042236459 0.50709043588
33 200 198 9.872618 0.496646650904 0.507097467906
33.1 200 198 9.904086 0.496255695308 0.507103048442
33.2 200 199 9.954882 0.495869362402 0.507107382922
33.3 200 200 9.98768 0.495487644748 0.507110667997
33.4 200 200 10.02221 0.495110535094 0.50711308475
33.5 200 201 10.056651 0.494738025836 0.507114793102
33.6 200 201 10.106088 0.494370109345 0.507115927324
33.7 200 202 10.154839 0.494006776405 0.507116593027
33.8 200 202 10.192959 0.493648025965 0.5071168645
33.9 200 203 10.237514 0.493293839934 0.507116787836
34 200 204 10.270807 0.49294421478 0.507116377765
34.1 200 204 10.324712 0.492599131152 0.507115624524
34.2 200 205 10.368523 0.492258574844 0.507114494338
34.3 200 206 10.4065 0.491922529913 0.507112935212
34.4 200 206 10.461124 0.491590980929 0.50711088203
34.5 200 207 10.49608 0.491263905767 0.507108263407
34.6 200 207 10.531587 0.49094128224 0.507105006974
34.7 200 208 10.589824 0.490623085997 0.507101045677
34.8 200 208 10.636107 0.49030929028 0.507096323665
34.9 200 208 10.669354 0.489999865853 0.507090801383
35 200 209 10.770937 0.48969478094 0.507084460076
35.1 200 209 10.775958 0.489393999145 0.507077305511
35.2 200 210 10.83412 0.489097486 0.507069369444
35.3 200 210 10.859194 0.488805201316 0.50706071159
35.4 200 211 10.916545 0.48851710543 0.507051419059
35.5 200 211 10.955425 0.488233160597 0.507041604125
35.6 200 212 10.996808 0.487953315569 0.507031404737
35.7 200 212 11.054699 0.487677532685 0.507020976025
35.8 200 213 11.16335 0.487405754846 0.507010491014
35.9 200 213 11.204976 0.48713793251 0.507000131057
36 200 214 11.270729 0.486874015306 0.506990081169
36.1 200 215 11.258151 0.486613952236 0.506980523768
36.2 200 215 11.313404 0.48635769195 0.506971632288
36.3 200 216 11.363644 0.486105184345 0.506963564846
36.4 200 216 11.406391 0.48585637708 0.506956458889
36.5 200 217 11.40683 0.485611219521 0.506950425655
36.6 200 217 11.452459 0.485369661548 0.506945546048
36.7 200 218 11.483776 0.48513165253 0.506941867447
36.8 200 218 11.499561 0.484897148632 0.506939400639
36.9 200 219 11.606348 0.484666102309 0.506938120209
37 200 219 11.631282 0.484438468937 0.506937964005
37.1 200 220 11.733684 0.48421420418 0.506938834854
37.2 200 220 11.817612 0.483993268548 0.506940602909
37.3 200 221 11.881863 0.483775629982 0.506943108558
37.4 200 221 11.928915 0.483561243146 0.506946170399
37.5 200 222 11.862185 0.483350074404 0.506949587037
37.6 200 222 11.975742 0.483142097236 0.506953143359
37.7 200 223 11.973773 0.482937273883 0.506956619909
37.8 200 223 12.075708 0.482735576908 0.50695979588
37.9 200 223 12.066092 0.482536976908 0.506962457239
38 200 224 12.199801 0.482341447499 0.506964401973
38.1 200 224 12.201015 0.482148964597 0.506965445629
38.2 200 225 12.255014 0.481959506717 0.506965425973
38.3 200 225 12.257396 0.481773052877 0.506964207141
38.4 200 226 12.373757 0.481589583312 0.506961682399
38.5 200 227 12.380084 0.481409079746 0.506957775917
38.6 200 228 12.433577 0.481231524785 0.506952443603
38.7 200 228 12.445609 0.481056900255 0.506945672876
38.8 200 229 12.512866 0.480885192398 0.506937480835
38.9 200 230 12.533618 0.48071639308 0.506927911342
39 200 230 12.632153 0.48055047991 0.506917035046
39.1 200 231 12.775854 0.480387441209 0.506904941877
39.2 200 231 12.845075 0.480227263952 0.506891738241
39.3 200 232 12.88644 0.480069942141 0.50687754104
39.4 200 232 12.883667 0.47991545693 0.506862476052
39.5 200 233 12.93623 0.479763796034 0.50684666994
39.6 200 233 12.965391 0.479614947521 0.506830246667
39.7 200 234 13.081862 0.479468899384 0.506813323355
39.8 200 234 13.088387 0.47932563954 0.506796006614
39.9 200 235 13.202912 0.479185175916 0.506778386121
40 200 235 13.304221 0.479047496067 0.50676053896
40.1 200 236 13.29193 0.478912566934 0.506742529089
40.2 200 236 13.391215 0.47878037534 0.50672439948
40.3 200 236 13.444583 0.478650907768 0.506706175737
40.4 200 237 13.50902 0.478524149686 0.506687867291
40.5 200 238 13.598267 0.478400086018 0.506669469061
40.6 200 238 13.662973 0.478278700638 0.506650963935
40.7 200 239 13.717932 0.478159976935 0.506632325537
40.8 200 239 13.755239 0.478043897081 0.506613521592
40.9 200 240 13.774273 0.477930442334 0.506594517278
41 200 241 13.829463 0.477819596383 0.506575278187
41.1 200 241 13.920332 0.47771133459 0.506555775296
41.2 200 242 14.01365 0.477605632167 0.506535986681
41.3 200 242 14.02192 0.47750247417 0.506515898865
41.4 200 243 13.996346 0.477401835776 0.506495511794
41.5 200 244 14.176884 0.477303685107 0.50647484
41.6 200 244 14.249956 0.477207995125 0.506453911522
41.7 200 245 14.293737 0.477114737882 0.506432768945
41.8 200 245 14.394251 0.47702388445 0.50641146881
41.9 200 246 14.419635 0.476935404857 0.506390080327
42 200 246 14.53542 0.476849268465 0.506368683362
42.1 200 247 14.624086 0.476765442204 0.50634736618
42.2 200 247 14.6689 0.476683896548 0.506326221666
42.3 200 248 14.688675 0.476604599045 0.506305344909
42.4 200 248 14.813479 0.476527517317 0.506284829302
42.5 200 249 14.792228 0.476452619041 0.506264762987
42.6 200 249 14.965336 0.476379869352 0.506245225726
42.7 200 250 15.093338 0.47630924471 0.506226283748
42.8 200 250 15.233836 0.476240705271 0.506207990936
42.9 200 251 15.2866 0.476174222815 0.506190382366
43 200 251 15.360394 0.476109766627 0.50617347449
43.1 200 251 15.367338 0.476047320169 0.506157261574
43.2 200 251 15.43498 0.475986841864 0.506141721085
43.3 200 252 15.566311 0.475928305045 0.506126808069
