# Fbr_dyn timestep cost, layout=block L=1000 U=0.1 dt=0.1 tol=1e-10 epsilon_M=0, one thread
# setup: to_star 0.540973 s, Fbr_dyn constructor 0.104182 s
# times in seconds; total = buildK+plan+applyK+applyfb+tdvp
# t n_active chi ngates buildK plan applyK applyfb tdvp total
2.3 8 4 1010 0.0387034 0.00287361 0.0251203 0.0449008 0.16855 0.280148
2.4 8 4 1010 0.0387286 0.00199617 0.0256998 0.0456312 0.168447 0.280503
2.5 8 4 1010 0.0385592 0.00213405 0.0252764 0.0450674 0.169017 0.280054
2.6 8 4 1010 0.0388812 0.00291989 0.0250947 0.0450359 0.167692 0.279624
2.7 8 4 1010 0.0385828 0.00174532 0.0250104 0.0450721 0.167578 0.277989
2.8 8 4 1010 0.0386586 0.00281294 0.0252618 0.128077 0.167559 0.362369
2.9 8 4 1010 0.0384997 0.00220346 0.025334 0.200987 0.168825 0.435849
3 8 4 1010 0.0388745 0.00289639 0.0258645 0.128526 0.167526 0.363687
3.1 10 5 1010 0.03884 0.00181167 0.0252663 0.200154 0.168291 0.434363
3.2 10 5 1018 0.0388699 0.00285731 0.0259058 0.201248 0.168666 0.437548
3.3 10 6 1018 0.038654 0.00202904 0.0254772 0.200785 0.169474 0.43642
3.4 10 6 1018 0.0387246 0.00242091 0.0255068 0.20159 0.168997 0.437239
3.5 10 6 1018 0.0395665 0.00243252 0.0259269 0.202475 0.169808 0.44021
3.6 10 6 1018 0.0388124 0.00206627 0.0255743 0.202033 0.169525 0.438011
3.7 10 6 1018 0.0386638 0.00287801 0.025598 0.201247 0.168722 0.43711
3.8 10 6 1018 0.0388289 0.00195521 0.0255137 0.200668 0.168465 0.43543
3.9 10 7 1018 0.0385011 0.00273534 0.0256088 0.201025 0.168688 0.436558
4 12 7 1018 0.0388379 0.00267065 0.0254428 0.201292 0.168908 0.437151
4.1 12 7 1028 0.0385518 0.00295121 0.0254026 0.0479844 0.170809 0.285699
4.2 12 7 1028 0.0390718 0.00259777 0.025685 0.131877 0.170425 0.369656
4.3 12 8 1028 0.0389302 0.00258924 0.0254073 0.0478875 0.171539 0.286353
4.4 12 8 1028 0.0393481 0.00232851 0.0258068 0.203543 0.170852 0.441878
4.5 12 8 1028 0.0387758 0.00311115 0.0253969 0.0479296 0.170473 0.285686
4.6 12 8 1028 0.0390471 0.00333866 0.0259262 0.203253 0.171952 0.443517
4.7 14 8 1028 0.0387558 0.00297288 0.0262298 0.0483337 0.171545 0.287837
4.8 12 8 1040 0.0390847 0.00401211 0.0262209 0.205153 0.172824 0.447295
4.9 12 8 1028 0.0385392 0.0030258 0.0253394 0.131332 0.171014 0.369251
5 12 8 1028 0.0389474 0.00222025 0.0256315 0.0483688 0.171714 0.286882
5.1 14 8 1028 0.0387925 0.00211067 0.0252781 0.0482211 0.171445 0.285848
5.2 12 8 1040 0.0385729 0.00259252 0.0261739 0.205516 0.173735 0.446591
5.3 12 8 1028 0.0390753 0.00227806 0.0255069 0.131992 0.17312 0.371972
5.4 14 8 1028 0.0386817 0.00222742 0.0253934 0.0484977 0.174116 0.288916
5.5 14 8 1040 0.0390101 0.00383803 0.0259168 0.206241 0.176099 0.451105
5.6 14 8 1040 0.0385871 0.00254719 0.0261686 0.205225 0.176066 0.448594
5.7 12 8 1040 0.0388223 0.00290128 0.0256108 0.205887 0.17626 0.449481
5.8 12 8 1028 0.0385816 0.00329464 0.0261865 0.203816 0.175407 0.447286
5.9 12 8 1028 0.038774 0.00224154 0.0257546 0.204751 0.176492 0.448013
6 14 8 1028 0.0387727 0.00244002 0.0257563 0.205429 0.175509 0.447906
# measure: correlator(0,0) 0.0071633 s, O(L^2) version 0.0156026 s, n0=0.886185047735 |diff|=0
