# SIAM excitation evolution, spin-symmetric FBR
# n0(t=0)=1  E_gs(ref)=-158.222021525
# t  n_active  bond_dim  wall_s  n0  energy
32.8 18 19 0.879135 0.45872202275 -0.0965240321435
32.9 18 18 0.892932 0.458510300861 -0.0965464926627
33 18 18 0.889576 0.45829939503 -0.0965611562495
33.1 18 18 0.891458 0.45808930325 -0.0965677949397
33.2 18 18 0.886591 0.457880023671 -0.0965662163394
33.3 18 18 0.89229 0.457671555254 -0.0965562646883
33.4 18 18 0.892746 0.457463895399 -0.096537832706
33.5 18 18 0.880972 0.457257042135 -0.0965108469496
33.6 18 18 0.883567 0.457050993668 -0.0964752798624
33.7 18 18 0.877572 0.456845748456 -0.0964311448382
33.8 18 18 0.872497 0.456641304519 -0.096378497647
33.9 18 18 0.896855 0.456437660095 -0.0963174340269
34 18 19 0.896972 0.456234813598 -0.0962480907934
34.1 18 19 0.883942 0.456032763211 -0.0961706472121
34.2 18 18 0.876053 0.455831507321 -0.0960853201995
34.3 18 18 0.878133 0.455631044147 -0.0959923680165
34.4 18 18 0.888669 0.45543137213 -0.0958920853065
34.5 18 18 0.893973 0.455232488637 -0.0957848034033
34.6 18 18 0.886182 0.455034392605 -0.0956708893198
34.7 18 18 0.882282 0.454837082126 -0.0955507437026
34.8 18 18 0.871783 0.454640555412 -0.0954248005222
34.9 18 18 0.870117 0.454444810633 -0.0952935215346
35 18 18 0.882328 0.454249846121 -0.0951574000459
35.1 18 18 0.884024 0.454055659419 -0.0950169527117
35.2 18 18 0.879277 0.453862248972 -0.0948727232601
35.3 20 18 0.87799 0.453669612792 -0.0947252750547
35.4 20 18 0.707964 0.453478171337 -0.0945764135577
35.5 20 18 0.908906 0.453287501288 -0.0944242364611
35.6 20 18 0.714528 0.453097600766 -0.0942716992693
35.7 20 18 0.902319 0.452908466568 -0.0941171668213
35.8 20 18 0.890665 0.45271967669 -0.0939623929981
35.9 20 18 0.891686 0.45253164876 -0.0938080968813
36 20 18 0.703501 0.452344796168 -0.0936558831261
36.1 20 18 0.886401 0.452158699338 -0.0935044201147
36.2 20 17 0.891094 0.451972947375 -0.0933552992478
36.3 20 17 0.881727 0.451787949066 -0.0932092478195
36.4 20 17 0.897844 0.451603702381 -0.0930669043849
36.5 20 17 0.893817 0.451420205176 -0.0929288950384
36.6 20 17 0.87564 0.451237455927 -0.0927958387553
36.7 20 18 0.881195 0.451055452485 -0.0926683379724
36.8 20 18 0.700656 0.450874571119 -0.092547569446
36.9 20 18 0.726402 0.450694426961 -0.0924328688249
37 20 17 0.896043 0.450514645525 -0.0923253138332
37.1 20 18 0.896188 0.450335611196 -0.0922255253956
37.2 20 17 0.895026 0.450157314252 -0.09213400631
37.3 20 17 0.709514 0.449980096276 -0.0920515983597
37.4 20 17 0.904309 0.449803606421 -0.0919778803162
37.5 20 17 0.716326 0.449627844235 -0.091913975423
37.6 20 17 0.896159 0.449452807907 -0.0918596146795
37.7 20 17 0.902989 0.449278189289 -0.091815447476
37.8 20 17 0.897069 0.449104304025 -0.0917818408105
37.9 20 17 0.894121 0.448931151588 -0.0917590623195
38 20 17 0.894691 0.448758732292 -0.0917473326788
38.1 20 17 0.699871 0.44858731734 -0.0917469813159
38.2 20 17 0.710004 0.448416627581 -0.091757824473
38.3 20 17 0.900719 0.448246401985 -0.0917800414602
38.4 20 17 0.900956 0.448076920902 -0.0918138007806
38.5 20 17 0.71028 0.447908409646 -0.0918591906668
38.6 20 17 0.905932 0.447740627213 -0.0919159610491
38.7 20 17 0.899617 0.447573361481 -0.0919841554415
38.8 20 17 0.714925 0.447407043109 -0.0920637638036
38.9 20 17 0.898423 0.447241459465 -0.0921544772787
39 20 17 0.896858 0.447076425762 -0.092256190153
39.1 20 17 0.892321 0.446912141109 -0.0923687232783
39.2 20 17 0.89161 0.446748607468 -0.0924918110117
39.3 20 17 0.899323 0.446585828182 -0.092625159684
39.4 20 17 0.892921 0.44642380634 -0.0927684369165
39.5 20 17 0.7085 0.446262695897 -0.0929213258044
